Time(ms),ID,Gaze_X,Gaze_Y,Gaze_Z,TrackingObject,FixationDuration,PreviousAOI,CurrentAOI,PupilLeft,PupilRight,PupilCombined,SaccadeSpeed,HeadYaw,HeadPitch,Blink,LookAheadCarID,LookAheadCarType,LookAheadCarSpeed,Distance,LookAheadCar_PosX,LookAheadCar_PosY,LookAheadCar_PosZ
63.50,id,-42.95,2.7,-7.3,BB-053 (1),11.30145,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
63.60,id,-42.95,2.7,-7.3,BB-053 (1),11.40158,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
63.70,id,-42.95,2.7,-7.3,BB-053 (1),11.5033,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
63.80,id,-42.95,2.7,-7.3,BB-053 (1),11.59172,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
63.90,id,-42.95,2.7,-7.3,BB-053 (1),11.69162,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
64.00,id,-42.95,2.7,-7.3,BB-053 (1),11.79243,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
64.10,id,-42.95,2.7,-7.3,BB-053 (1),11.9015,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
64.20,id,-42.95,2.7,-7.3,BB-053 (1),12.00156,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
64.30,id,-42.95,2.7,-7.3,BB-053 (1),12.10126,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
64.40,id,-42.95,2.7,-7.3,BB-053 (1),12.20168,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
64.50,id,-42.95,2.7,-7.3,BB-053 (1),12.30134,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
64.60,id,-42.95,2.7,-7.3,BB-053 (1),12.40366,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
64.70,id,-42.95,2.7,-7.3,BB-053 (1),12.50121,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
64.80,id,-42.95,2.7,-7.3,BB-053 (1),12.60137,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
64.90,id,-42.95,2.7,-7.3,BB-053 (1),12.70133,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
65.00,id,-42.95,2.7,-7.3,BB-053 (1),12.80184,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
65.10,id,-42.95,2.7,-7.3,BB-053 (1),12.90183,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
65.20,id,-42.95,2.7,-7.3,BB-053 (1),12.99238,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
65.30,id,-42.95,2.7,-7.3,BB-053 (1),13.10196,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
65.40,id,-42.95,2.7,-7.3,BB-053 (1),13.20177,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
65.50,id,-42.95,2.7,-7.3,BB-053 (1),13.30183,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
65.60,id,-42.95,2.7,-7.3,BB-053 (1),13.39478,None,BB-053 (1),-1,-1,-1,0,90,0,True,None,None,,,,,
0.10,id,-43.08159,2.674931,-7.44674,BB-002 (3),0,,BB-002 (3),-1,-1,-1,0,172.8473,9.621062,True,None,None,,,,,
0.20,id,-43.08084,2.670888,-7.445895,BB-002 (3),0.0685802,,BB-002 (3),-1,-1,-1,0,172.5174,11.19094,True,None,None,,,,,
0.30,id,-43.08094,2.675771,-7.446797,BB-002 (3),0.1440996,,BB-002 (3),-1,-1,-1,0,172.6006,9.295744,True,None,None,,,,,
0.40,id,-43.08463,2.690609,-7.448915,BB-002 (3),0.2584313,,BB-002 (3),-1,-1,-1,0,174.1074,3.589229,True,None,None,,,,,
0.50,id,-43.08829,2.699394,-7.449541,None,0,BB-002 (3),None,7.118745,7.32127,7.220008,852.7279,175.5203,0.2315764,False,None,None,,,,,
0.60,id,-43.09071,2.699462,-7.449711,EB-002-add,0,None,EB-002-add,7.118745,7.32127,7.220008,20.30583,176.4489,0.2055291,False,None,None,,,,,
0.70,id,-43.0908,2.696916,-7.449686,EB-002-add,0.09634829,None,EB-002-add,7.118745,7.32127,7.220008,4.60946,176.4815,1.17829,False,None,None,,,,,
0.80,id,-43.08845,2.690591,-7.449259,None,0,EB-002-add,None,7.118745,7.32127,7.220008,28.36674,175.575,3.596461,False,None,None,,,,,
0.90,id,-43.08859,2.69315,-7.449409,None,0.0997532,EB-002-add,None,7.118745,7.32127,7.220008,17.32212,175.6324,2.617684,False,None,None,,,,,
1.00,id,-43.08824,2.691885,-7.449318,None,0.2053459,EB-002-add,None,7.118745,7.32127,7.220008,5.837886,175.4968,3.101156,False,None,None,,,,,
1.10,id,-43.08922,2.69559,-7.449547,None,0.3143932,EB-002-add,None,7.118745,7.32127,7.220008,13.37931,175.8746,1.684625,False,None,None,,,,,
1.20,id,-43.0942,2.694661,-7.449793,None,0.4214566,EB-002-add,None,7.118745,7.32127,7.220008,13.44689,177.7812,2.039986,False,None,None,,,,,
1.30,id,-43.10119,2.695161,-7.449918,None,0.5292822,EB-002-add,None,7.118745,7.32127,7.220008,107.7489,180.4527,1.848748,False,None,None,,,,,
1.40,id,-43.11291,2.681935,-7.448348,None,0.5923422,EB-002-add,None,6.530837,6.612824,6.571831,26.20807,184.9726,6.917228,False,None,None,,,,,
1.50,id,-43.10766,2.646846,-7.440057,None,0.6879244,EB-002-add,None,6.864341,6.841841,6.853091,220.1658,183.1306,20.75435,False,None,None,,,,,
1.60,id,-43.08147,2.633908,-7.433373,None,0.788688,EB-002-add,None,6.708057,6.767467,6.737762,114.5588,172.0883,26.14305,False,None,None,,,,,
1.70,id,-43.04943,2.628957,-7.422046,None,0.8880747,EB-002-add,None,7.08732,6.790566,6.938943,195.8819,157.4919,28.26962,False,None,None,,,,,
1.80,id,-43.03016,2.623461,-7.408461,None,0.9884205,EB-002-add,None,6.763165,6.882894,6.82303,34.1624,147.2207,30.68127,False,None,None,,,,,
1.90,id,-43.02807,2.626199,-7.40899,None,1.090624,EB-002-add,None,6.715815,5.391241,6.053528,85.5857,146.5746,29.47239,False,None,None,,,,,
2.00,id,-43.03129,2.625631,-7.41067,None,1.188085,EB-002-add,None,6.504242,5.262372,5.883307,12.07008,148.1647,29.72203,False,None,None,,,,,
2.10,id,-43.03645,2.623634,-7.412379,None,1.288001,EB-002-add,None,6.178297,4.981632,5.579965,17.96765,150.5099,30.60423,False,None,None,,,,,
2.20,id,-43.03909,2.615578,-7.407992,None,1.387923,EB-002-add,None,6.232674,4.776807,5.504741,151.6583,150.574,34.25073,False,None,None,,,,,
2.30,id,-43.03386,2.599306,-7.38936,None,1.487918,EB-002-add,None,6.077079,4.585916,5.331497,111.8014,143.4902,42.16715,False,None,None,,,,,
2.40,id,-43.02238,2.593988,-7.372366,None,1.591585,EB-002-add,None,4.51187,4.430303,4.471087,40.16903,132.9946,44.97089,False,None,None,,,,,
2.50,id,-43.01474,2.594067,-7.363309,None,1.696006,EB-002-add,None,4.289169,4.38197,4.335569,17.32771,126.5939,44.92838,False,None,None,,,,,
2.60,id,-43.01364,2.595285,-7.363849,None,1.799366,EB-002-add,None,4.349531,4.392369,4.37095,24.08991,126.4767,44.27467,False,None,None,,,,,
2.70,id,-43.01426,2.598127,-7.369072,None,1.891132,EB-002-add,None,4.397061,4.472012,4.434536,28.97145,128.8553,42.77738,False,None,None,,,,,
2.80,id,-43.01564,2.607673,-7.382823,None,1.992903,EB-002-add,None,4.309808,4.443339,4.376574,76.80868,134.4742,37.98907,False,None,None,,,,,
2.90,id,-43.02415,2.628182,-7.40765,None,2.098376,EB-002-add,None,4.257737,4.511085,4.384411,175.9977,144.8307,28.60616,False,None,None,,,,,
3.00,id,-43.03642,2.650402,-7.426477,None,2.191022,EB-002-add,None,4.408063,4.607447,4.507755,145.4437,153.3083,19.30863,False,None,None,,,,,
3.10,id,-43.02676,2.616389,-7.400723,None,2.642334,EB-002-add,None,5.152164,4.92795,5.040057,74.81091,143.9773,33.87683,False,None,None,,,,,
3.20,id,-43.0253,2.61603,-7.399338,None,2.655307,EB-002-add,None,5.166671,4.92716,5.046915,130.8626,143.0556,34.04223,False,None,None,,,,,
3.30,id,-43.02394,2.615685,-7.39801,None,2.662635,EB-002-add,None,5.187153,4.938012,5.062582,27.26317,142.1871,34.20092,False,None,None,,,,,
3.40,id,-43.02154,2.614929,-7.39543,None,2.67853,EB-002-add,None,5.192606,4.960171,5.076388,102.8778,140.5734,34.5509,False,None,None,,,,,
3.50,id,-43.02039,2.615173,-7.394696,None,2.693124,EB-002-add,None,5.169459,4.982108,5.075784,66.9578,139.9476,34.43785,False,None,None,,,,,
3.60,id,-43.01442,2.614594,-7.388779,None,2.794702,EB-002-add,None,5.159431,4.978656,5.069043,20.22227,136.0503,34.70646,False,None,None,,,,,
3.70,id,-43.0153,2.61632,-7.391238,None,2.890585,EB-002-add,None,5.061618,4.851501,4.956559,34.73497,137.1296,33.9082,False,None,None,,,,,
3.80,id,-43.02426,2.617466,-7.399759,None,2.997038,EB-002-add,None,4.845579,4.654828,4.750203,98.58243,142.7934,33.38247,False,None,None,,,,,
3.90,id,-43.03664,2.623756,-7.412568,None,3.094364,EB-002-add,None,4.589404,4.477792,4.533598,198.6571,150.6239,30.55017,False,None,None,,,,,
4.00,id,-43.06093,2.636807,-7.430306,None,3.191942,EB-002-add,None,4.331379,4.250171,4.290775,109.6009,163.3071,24.91568,False,None,None,,,,,
4.10,id,-43.08342,2.652232,-7.441221,None,3.291557,EB-002-add,None,4.038873,3.956753,3.997813,155.236,173.3053,18.56938,False,None,None,,,,,
4.20,id,-43.09398,2.67744,-7.448172,EB-001,0,None,EB-001,3.993362,3.851293,3.922328,117.9894,177.6725,8.650086,False,None,None,,,,,
4.30,id,-43.09674,2.685187,-7.449231,None,0,EB-001,None,4.319812,4.0858,4.202806,33.46656,178.7464,5.667366,False,None,None,,,,,
4.40,id,-43.09645,2.677616,-7.448278,None,0.09897327,EB-001,None,4.320977,4.11231,4.216643,56.66964,178.6299,8.582146,False,None,None,,,,,
4.50,id,-43.0948,2.674655,-7.447752,None,0.1992259,EB-001,None,4.375844,4.170429,4.273136,13.75092,177.9837,9.727863,False,None,None,,,,,
4.60,id,-43.09164,2.670798,-7.446892,None,0.2991028,EB-001,None,4.504186,4.323464,4.413825,22.14331,176.7405,11.22613,False,None,None,,,,,
4.70,id,-43.08662,2.667096,-7.445733,None,0.3989506,EB-001,None,4.613872,4.41433,4.514101,31.62837,174.7522,12.67153,False,None,None,,,,,
4.80,id,-43.08762,2.657949,-7.443451,None,0.4993081,EB-001,None,4.834913,4.526784,4.680848,76.87492,175.0655,16.28065,False,None,None,,,,,
4.90,id,-43.0877,2.648786,-7.440449,None,0.5991998,EB-001,None,-1,-1,-1,32.12117,174.9953,19.9637,False,None,None,,,,,
5.00,id,-43.08898,2.658623,-7.443758,TestCube,0,None,TestCube,-1,-1,-1,855.0526,175.6157,16.01236,True,None,None,,,,,
5.10,id,-43.08462,2.673632,-7.446861,EB-002-add,0,TestCube,EB-002-add,-1,-1,-1,828.1144,174.0216,10.12456,True,None,None,,,,,
5.20,id,-43.08656,2.680667,-7.448141,BB-053 (1),0,EB-002-add,BB-053 (1),-1,-1,-1,841.9622,174.8168,7.4054,True,None,None,,,,,
5.30,id,-43.08726,2.684182,-7.448618,None,0,BB-053 (1),None,-1,-1,-1,843.7675,175.098,6.053474,True,None,None,,,,,
5.40,id,-43.08383,2.688389,-7.448673,None,0.09984827,BB-053 (1),None,-1,-1,-1,833.9011,173.7917,4.439536,True,None,None,,,,,
5.50,id,-43.08335,2.689791,-7.448723,EB-002-add,0,None,EB-002-add,-1,-1,-1,829.2101,173.6111,3.902683,True,None,None,,,,,
5.60,id,-43.08318,2.689872,-7.448709,None,0,EB-002-add,None,-1,-1,-1,829.6923,173.5451,3.871609,True,None,None,,,,,
5.70,id,-43.0808,2.690691,-7.448473,None,0.09955978,EB-002-add,None,-1,-1,-1,824.8976,172.6281,3.557915,True,None,None,,,,,
5.80,id,-43.07896,2.691175,-7.448255,None,0.1995778,EB-002-add,None,-1,-1,-1,814.3788,171.9237,3.372927,True,None,None,,,,,
5.90,id,-43.07768,2.691206,-7.448069,TestCube,0,None,TestCube,-1,-1,-1,807.5292,171.4268,3.360874,True,None,None,,,,,
6.00,id,-43.07666,2.691299,-7.447917,None,0,TestCube,None,-1,-1,-1,799.9219,171.0325,3.325424,True,None,None,,,,,
6.10,id,-43.07535,2.691681,-7.447726,None,0.09903669,TestCube,None,-1,-1,-1,808.7859,170.5244,3.179072,True,None,None,,,,,
6.20,id,-43.0752,2.691834,-7.44771,None,0.1990047,TestCube,None,-1,-1,-1,800.7723,170.469,3.120529,True,None,None,,,,,
6.30,id,-43.07502,2.691687,-7.447671,TestCube,0,None,TestCube,-1,-1,-1,772.0211,170.3975,3.176845,True,None,None,,,,,
6.40,id,-43.07494,2.691224,-7.447631,EB-002-add,0,TestCube,EB-002-add,-1,-1,-1,799.4251,170.3651,3.354002,True,None,None,,,,,
6.50,id,-43.0746,2.6914,-7.447583,None,0,EB-002-add,None,-1,-1,-1,799.8029,170.234,3.286641,True,None,None,,,,,
6.60,id,-43.07455,2.69135,-7.447572,None,0.1000156,EB-002-add,None,-1,-1,-1,798.2703,170.2136,3.306135,True,None,None,,,,,
6.70,id,-43.07459,2.69088,-7.44755,None,0.2005553,EB-002-add,None,-1,-1,-1,794.1919,170.2281,3.485764,True,None,None,,,,,
6.80,id,-43.07485,2.691327,-7.447622,TestCube,0,None,TestCube,-1,-1,-1,800.8231,170.3323,3.31477,True,None,None,,,,,
6.90,id,-43.07496,2.691217,-7.447635,None,0,TestCube,None,-1,-1,-1,802.8063,170.3739,3.356639,True,None,None,,,,,
7.00,id,-43.07478,2.691417,-7.447615,None,0.1000476,TestCube,None,-1,-1,-1,798.6168,170.3024,3.280438,True,None,None,,,,,
7.10,id,-43.07382,2.691409,-7.447448,None,0.2001648,TestCube,None,-1,-1,-1,794.4879,169.9312,3.28335,True,None,None,,,,,
7.20,id,-43.07362,2.691506,-7.447416,TestCube,0,None,TestCube,-1,-1,-1,791.355,169.8521,3.246258,True,None,None,,,,,
7.30,id,-43.07348,2.691453,-7.44739,EB-002-add,0,TestCube,EB-002-add,-1,-1,-1,795.5203,169.8002,3.26631,True,None,None,,,,,
7.40,id,-43.07371,2.691901,-7.447455,None,0,EB-002-add,None,-1,-1,-1,787.0953,169.8893,3.095186,True,None,None,,,,,
7.50,id,-43.07401,2.692617,-7.447547,None,0.09932327,EB-002-add,None,-1,-1,-1,801.8256,170.0106,2.82117,True,None,None,,,,,
7.60,id,-43.074,2.692767,-7.447552,None,0.201138,EB-002-add,None,-1,-1,-1,782.262,170.0052,2.763993,True,None,None,,,,,
7.70,id,-43.07421,2.692792,-7.44759,TestCube,0,None,TestCube,-1,-1,-1,812.7616,170.0867,2.754347,True,None,None,,,,,
7.80,id,-43.0741,2.692828,-7.447573,None,0,TestCube,None,-1,-1,-1,787.6234,170.0461,2.740707,True,None,None,,,,,
7.90,id,-43.07377,2.692669,-7.447506,None,0.09927082,TestCube,None,-1,-1,-1,801.3239,169.9147,2.801493,True,None,None,,,,,
8.00,id,-43.07306,2.693573,-7.44742,None,0.2007947,TestCube,None,-1,-1,-1,781.0235,169.6409,2.455683,True,None,None,,,,,
8.10,id,-43.07214,2.6944,-7.447285,TestCube,0,None,TestCube,-1,-1,-1,869.3338,169.29,2.139582,True,None,None,,,,,
8.20,id,-43.0715,2.693643,-7.44713,EB-002-add,0,TestCube,EB-002-add,-1,-1,-1,780.7096,169.0367,2.429127,True,None,None,,,,,
8.30,id,-43.07092,2.693503,-7.44701,None,0,EB-002-add,None,-1,-1,-1,789.5146,168.809,2.48247,True,None,None,,,,,
8.40,id,-43.06971,2.69556,-7.446843,None,0.09994793,EB-002-add,None,-1,-1,-1,781.1379,168.3452,1.696283,True,None,None,,,,,
8.50,id,-43.07059,2.697334,-7.447064,BB-032 (1),0,None,BB-032 (1),-1,-1,-1,784.6773,168.6914,1.018545,True,None,None,,,,,
8.60,id,-43.07206,2.697497,-7.447353,TestCube,0,BB-032 (1),TestCube,-1,-1,-1,778.5441,169.2628,0.956119,True,None,None,,,,,
8.70,id,-43.07131,2.698663,-7.447224,None,0,TestCube,None,-1,-1,-1,794.8818,168.9711,0.5106246,True,None,None,,,,,
8.80,id,-43.07091,2.698168,-7.447141,None,0.09964275,TestCube,None,-1,-1,-1,787.838,168.8155,0.6998194,True,None,None,,,,,
8.90,id,-43.07119,2.697536,-7.447186,None,0.199749,TestCube,None,-1,-1,-1,785.0253,168.9247,0.9412268,True,None,None,,,,,
9.00,id,-43.07197,2.69686,-7.447323,None,0.2996655,TestCube,None,-1,-1,-1,789.9186,169.2251,1.199458,True,None,None,,,,,
9.10,id,-43.07228,2.696657,-7.447379,EB-002-add,0,None,EB-002-add,-1,-1,-1,789.8533,169.3485,1.277056,True,None,None,,,,,
9.20,id,-43.07268,2.696882,-7.447457,None,0,EB-002-add,None,-1,-1,-1,792.7658,169.5014,1.191156,True,None,None,,,,,
9.30,id,-43.07336,2.696248,-7.447567,None,0.09995365,EB-002-add,None,-1,-1,-1,794.7115,169.7643,1.433561,True,None,None,,,,,
9.40,id,-43.07375,2.695486,-7.447616,None,0.2001047,EB-002-add,None,-1,-1,-1,794.5673,169.9145,1.724345,True,None,None,,,,,
9.50,id,-43.07447,2.694276,-7.4477,TestCube,0,None,TestCube,-1,-1,-1,799.6778,170.191,2.186786,True,None,None,,,,,
9.60,id,-43.07528,2.692935,-7.44778,None,0,TestCube,None,-1,-1,-1,801.6722,170.5022,2.699594,True,None,None,,,,,
9.70,id,-43.07503,2.692563,-7.44772,None,0.09968853,TestCube,None,-1,-1,-1,803.6094,170.4041,2.841812,True,None,None,,,,,
9.80,id,-43.07964,2.684145,-7.447763,None,0.2053003,TestCube,None,-1,-1,-1,771.9331,172.1527,6.067511,True,None,None,,,,,
9.90,id,-43.08644,2.658314,-7.443452,TestCube,0,None,TestCube,-1,-1,-1,857.2659,174.5989,16.13541,True,None,None,,,,,
10.00,id,-43.08974,2.650955,-7.441383,EB-002-add,0,TestCube,EB-002-add,-1,-1,-1,867.8029,175.8469,19.08491,True,None,None,,,,,
10.10,id,-43.0961,2.652065,-7.442081,None,0,EB-002-add,None,4.640667,5.016657,4.828662,1670.429,178.4282,18.63683,False,None,None,,,,,
10.20,id,-43.09467,2.654384,-7.442797,None,0.09985828,EB-002-add,None,4.640667,5.016657,4.828662,16.99144,177.8619,17.7043,False,None,None,,,,,
10.30,id,-43.09277,2.64712,-7.440184,None,0.1999159,EB-002-add,None,4.640667,-1,1.820334,29.93796,177.0447,20.64223,False,None,None,,,,,
10.40,id,-43.09763,2.644291,-7.439251,None,0.2997608,EB-002-add,None,-1,5.016657,2.008328,82.33037,179.0256,21.80157,False,None,None,,,,,
10.50,id,-43.09542,2.64377,-7.438987,None,0.4000292,EB-002-add,None,4.640667,-1,1.820334,10.44555,178.1112,22.01589,False,None,None,,,,,
10.60,id,-43.08379,2.646243,-7.439095,None,0.4998217,EB-002-add,None,-1,-1,-1,68.52038,173.3536,21.00061,False,None,None,,,,,
10.70,id,-43.0715,2.646269,-7.437116,None,0.6006088,EB-002-add,None,4.640667,5.016657,4.828662,64.52066,168.2582,20.98994,False,None,None,,,,,
10.80,id,-43.06977,2.652389,-7.438994,None,0.7002115,EB-002-add,None,-1,5.016657,2.008328,111.3553,167.7308,18.50642,False,None,None,,,,,
10.90,id,-43.08073,2.651547,-7.440644,None,0.79986,EB-002-add,None,4.640667,5.016657,4.828662,48.681,172.1965,18.84571,False,None,None,,,,,
11.00,id,-43.08308,2.646914,-7.439269,None,0.9000568,EB-002-add,None,4.640667,5.016657,4.828662,72.31983,173.074,20.72626,False,None,None,,,,,
11.10,id,-43.08229,2.646872,-7.439154,None,0.9998617,EB-002-add,None,4.640667,5.016657,4.828662,5.225403,172.7478,20.74348,False,None,None,,,,,
11.20,id,-43.07944,2.648865,-7.439508,None,1.100021,EB-002-add,None,4.79139,4.602663,4.697026,14.06925,171.6153,19.93169,False,None,None,,,,,
11.30,id,-43.07922,2.65757,-7.442365,None,1.200057,EB-002-add,None,4.95716,-1,1.97858,23.2045,171.6923,16.43121,False,None,None,,,,,
11.40,id,-43.08135,2.671234,-7.44603,None,1.302638,EB-002-add,None,-1,-1,-1,53.70466,172.7222,11.05643,False,None,None,,,,,
11.50,id,-43.08266,2.680293,-7.447685,TestCube,0,None,TestCube,-1,-1,-1,833.4219,173.3017,7.549506,True,None,None,,,,,
11.60,id,-43.08197,2.684596,-7.448113,EB-002-add,0,TestCube,EB-002-add,-1,-1,-1,828.299,173.0577,5.894425,True,None,None,,,,,
11.70,id,-43.07698,2.685954,-7.447556,BB-053 (1),0,EB-002-add,BB-053 (1),-1,-1,-1,811.0469,171.1318,5.373135,True,None,None,,,,,
11.80,id,-43.06922,2.685647,-7.446104,None,0,BB-053 (1),None,-1,-1,-1,780.7877,168.1017,5.491054,True,None,None,,,,,
11.90,id,-43.06284,2.68479,-7.444526,None,0.1024647,BB-053 (1),None,-1,-1,-1,737.9982,165.5798,5.819642,True,None,None,,,,,
12.00,id,-43.05808,2.682115,-7.442908,TestCube,0,None,TestCube,-1,-1,-1,734.0359,163.6517,6.848102,True,None,None,,,,,
12.10,id,-43.05496,2.68116,-7.441832,None,0,TestCube,None,-1,-1,-1,820.1086,162.3816,7.215473,True,None,None,,,,,
12.20,id,-43.05508,2.675463,-7.440997,BB-053 (1),0,None,BB-053 (1),-1,-1,-1,655.3165,162.3284,9.414809,True,None,None,,,,,
12.30,id,-43.06468,2.658256,-7.439678,None,0,BB-053 (1),None,-1,-1,-1,768.1777,165.8089,16.15837,True,None,None,,,,,
12.40,id,-43.07717,2.637917,-7.434627,None,0.08931541,BB-053 (1),None,-1,-1,-1,932.2568,170.3738,24.44914,True,None,None,,,,,
12.50,id,-43.07636,2.640999,-7.435868,EB-002-add,0,None,EB-002-add,-1,5.016657,2.008328,239.7209,170.1301,23.16266,True,None,None,,,,,
12.60,id,-43.07826,2.648902,-7.439342,None,0,EB-002-add,None,4.640667,5.016657,4.828662,708.9311,171.1311,19.91679,False,None,None,,,,,
12.70,id,-43.08125,2.649848,-7.440119,None,0.09998989,EB-002-add,None,-1,-1,-1,36.46629,172.3788,19.53289,False,None,None,,,,,
12.80,id,-43.08563,2.654839,-7.442317,None,0.2053518,EB-002-add,None,4.640667,5.016657,4.828662,60.1968,174.2332,17.52199,False,None,None,,,,,
12.90,id,-43.08556,2.662151,-7.444427,None,0.2944422,EB-002-add,None,4.640667,5.016657,4.828662,40.45967,174.2907,14.6154,False,None,None,,,,,
13.00,id,-43.08742,2.673405,-7.447086,None,0.3943949,EB-002-add,None,4.640667,5.016657,4.828662,42.59371,175.1087,10.21239,False,None,None,,,,,
13.10,id,-43.09074,2.690573,-7.449417,BB-043,0,None,BB-043,4.640667,5.016657,4.828662,51.36997,176.453,3.603364,False,None,None,,,,,
13.20,id,-43.10511,2.697397,-7.449891,None,0,BB-043,None,4.640667,5.016657,4.828662,97.26777,181.9513,0.9944689,False,None,None,,,,,
13.30,id,-43.1136,2.701466,-7.449375,None,0.1001368,BB-043,None,5.280807,5.245746,5.263276,43.77976,185.2021,359.4402,False,None,None,,,,,
13.40,id,-43.11485,2.700079,-7.449264,EB-001,0,None,EB-001,5.219619,5.195895,5.207757,19.04549,185.6787,359.9698,False,None,None,,,,,
13.50,id,-43.11374,2.698325,-7.44936,BB-002 (2),0,EB-001,BB-002 (2),5.086282,5.056201,5.071241,43.459,185.2561,0.639756,False,None,None,,,,,
13.60,id,-43.10712,2.699924,-7.449831,None,0,BB-002 (2),None,4.770839,4.76862,4.76973,25.52448,182.7186,0.02890672,False,None,None,,,,,
13.70,id,-43.07868,2.696417,-7.448434,EB-004,0,None,EB-004,4.779345,4.642486,4.710916,295.5033,171.8261,1.368902,False,None,None,,,,,
13.80,id,-43.03123,2.695511,-7.433233,EB-004,0.1004124,None,EB-004,4.579949,4.528339,4.554144,52.66562,152.7001,1.715,False,None,None,,,,,
13.90,id,-42.98087,2.692504,-7.39084,BB-043,0,EB-004,BB-043,5.21504,4.543803,4.879421,363.3286,127.3262,2.864516,False,None,None,,,,,
14.00,id,-42.95517,2.689762,-7.33766,BB-002 (3),0,BB-043,BB-002 (3),5.261531,4.587896,4.924714,262.6379,104.5751,3.913765,False,None,None,,,,,
14.10,id,-42.95032,2.692402,-7.293895,None,0,BB-002 (3),None,5.057542,4.687559,4.87255,60.78367,87.66434,2.903625,False,None,None,,,,,
14.20,id,-42.95182,2.694057,-7.277463,BB-002 (3),0,None,BB-002 (3),5.196688,4.834571,5.01563,57.68795,81.35188,2.270745,False,None,None,,,,,
14.30,id,-42.95201,2.699081,-7.275575,BB-053 (1),0,BB-002 (3),BB-053 (1),5.033479,4.688478,4.860978,106.9344,80.62815,0.3510039,False,None,None,,,,,
14.40,id,-42.95284,2.703763,-7.271233,BB-053 (1),0.09989643,BB-002 (3),BB-053 (1),4.761714,4.529759,4.645737,19.81868,78.9396,358.5627,False,None,None,,,,,
14.50,id,-42.95542,2.706701,-7.260614,BB-053 (1),0.1997108,BB-002 (3),BB-053 (1),4.618375,4.387685,4.50303,38.84784,74.76145,357.4398,False,None,None,,,,,
14.60,id,-42.9566,2.707778,-7.256702,BB-053 (1),0.2996683,BB-002 (3),BB-053 (1),4.519814,4.280948,4.400381,36.2361,73.1994,357.0275,False,None,None,,,,,
14.70,id,-42.95908,2.714074,-7.250579,BB-053 (1),0.3952303,BB-002 (3),BB-053 (1),4.369451,4.145182,4.257317,28.35931,70.67437,354.6163,False,None,None,,,,,
14.80,id,-42.96301,2.719497,-7.242112,BB-053 (1),0.4949455,BB-002 (3),BB-053 (1),4.327152,4.106027,4.216589,24.88367,67.09364,352.5314,False,None,None,,,,,
14.90,id,-42.97026,2.723054,-7.22833,BB-043 (1),0,BB-053 (1),BB-043 (1),4.135717,3.922679,4.029199,286.9106,61.08255,351.159,False,None,None,,,,,
15.00,id,-42.98507,2.721729,-7.206097,None,0,BB-043 (1),None,4.092223,3.915532,4.003878,66.81985,50.75054,351.6707,False,None,None,,,,,
15.10,id,-43.01176,2.713682,-7.179472,EB-004,0,None,EB-004,4.0011,3.89091,3.946005,57.31791,36.20766,354.7667,False,None,None,,,,,
15.20,id,-43.03118,2.705434,-7.166829,BB-006,0,EB-004,BB-006,3.942482,3.828984,3.885734,152.2657,27.32792,357.9238,False,None,None,,,,,
15.30,id,-43.03413,2.702857,-7.165267,EB-004,0,BB-006,EB-004,3.831738,3.881929,3.856833,59.31343,26.05308,358.9085,False,None,None,,,,,
15.40,id,-43.0383,2.707026,-7.163459,BB-041,0,EB-004,BB-041,3.972427,3.744313,3.85837,141.4568,24.318,357.3152,False,None,None,,,,,
15.50,id,-43.0416,2.710903,-7.162267,None,0,BB-041,None,3.999864,3.773268,3.886566,36.25435,22.97786,355.8317,False,None,None,,,,,
15.60,id,-43.05398,2.715685,-7.1581,None,0.1056719,BB-041,None,3.95028,3.695926,3.823103,78.50155,17.97009,353.9979,False,None,None,,,,,
15.70,id,-43.06665,2.718228,-7.154895,EB-002-add,0,None,EB-002-add,3.971224,3.753502,3.862363,31.93728,12.94401,353.02,False,None,None,,,,,
15.80,id,-43.06763,2.716745,-7.154496,None,0,EB-002-add,None,3.963856,3.795858,3.879857,49.9858,12.54478,353.5907,False,None,None,,,,,
